0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
-9.638730192457302,0.4878743575303179,-14.683849694303614,-2.0794952275390943,-8.309802442254833,Mercedes-Benz,GLE-Class,GLE 450,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Beige,Yes,Sharjah,Dealer,275000
-9.007579158613195,0.38383358543863805,-3.6740549606894914,-2.0970258610836976,-3.5614384445124596,Mercedes-Benz,GLS-Class,Other,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Black,Black,Yes,Dubai,Dealer,675000
-9.905583644138142,0.3424361756757292,14.59330738294771,-2.0442120177057275,12.199354496999986,Ford,Escape,SE,SUV,Petrol,Automatic Transmission,,100 - 199 HP,Silver,Black,No,Dubai,Owner,23900
-8.829713216451452,0.37658802645515166,21.057964228611798,-2.063807016218799,11.079789391480508,Land Rover,Range Rover Sport,Other,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Grey,Unknown,No,Dubai,Dealer,265000
-9.329965867404109,0.8414538450761472,-8.841401281834823,-2.0802194906699656,11.09120445584133,GMC,Acadia,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Brown,No,Abu Dhabi,Dealer,131000
-9.369610069115433,0.3867416115298344,4.28589280421861,-2.0591717279246713,-5.461493727545869,Alfa Romeo,Giulia,Quadrifoglio,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,500 - 599 HP,Black,Black,No,Dubai,Owner,180000
-8.699503135613634,0.48583494136338035,-12.941213671845066,-2.0852194350938804,,BMW,8-Series,850i,Coupe,Petrol,Automatic Transmission,,400 - 499 HP,Grey,Tan,Yes,Dubai,Owner,320000
-10.085636358818366,0.24895783881426237,33.37021825085824,-2.0281417750605435,-27.203165801498358,Volkswagen,Scirocco,Sport,Coupe,Petrol,Automatic Transmission,,200 - 299 HP,White,Brown,No,Dubai,Owner,25000
-10.10002619073813,0.45808414609585296,-12.942973983446539,-2.112331790468909,10.233783315411763,Mercedes-Benz,A-Class,Other,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Black,Black,Yes,Dubai,Dealership/Certified Pre-Owned,209900
-9.269750376950018,0.5066054830721313,21.58700670791243,-2.0550145913493094,-1.2038507900482767,Porsche,Macan,Macan S,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Brown,Does not apply,Dubai,Owner,91500
-10.06227260666964,0.41030376026662785,8.285552428840967,-2.088473610294841,13.334898662644568,Mercedes-Benz,C-Class,C200 Avantgarde,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Unknown,Yes,Dubai,Dealer,137000
-9.105827840163927,0.3504463584351408,17.52753798089106,-2.0730357758324858,-4.47672039444161,Dodge,Charger,R/T TOP,Sports Car,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Black,Unknown,Yes,Dubai,Dealer,152000
-9.35813759527867,,,-2.0961647631441647,-11.9717506300655,Toyota,Camry,Limited,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Beige,Does not apply,Dubai,Dealer,110000
-10.052262074362961,,-3.481448928261355,-2.06887199872518,4.4916878988029705,Mercedes-Benz,GLC,GLC 300 4MATIC,SUV,Petrol,Automatic Transmission,,,Gold,Beige,No,Sharjah,Dealer,129000
,0.36155510303328936,7.175999830472151,-2.0401550024471446,-0.5950929931758662,Mercedes-Benz,CLA,Other,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Silver,Black,No,Dubai,Dealer,69000
-9.398266382459857,0.6201230901828014,35.12978909729775,-2.037485640736724,12.462519235098158,Ford,Explorer,Other,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Silver,Unknown,No,Dubai,Dealer,37900
-8.86662116517092,0.40542743531787767,2.4237399345234447,-2.0801554387522243,7.999446273013225,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,600 - 699 HP,Grey,Beige,Yes,Dubai,Dealer,545000
-9.736522638299796,0.0864042129624385,4.141987572505382,-2.0408086478500898,0.7603494219012541,Renault,Duster,SE,Crossover,Petrol,Automatic Transmission,,200 - 299 HP,White,Unknown,No,Dubai,Owner,22000
-9.897119655103024,0.4311107041326569,4.549676418937009,-2.087702917230932,-9.458003182670012,Toyota,Hilux,Double Cab GL,Pick Up Truck,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,White,Unknown,No,Dubai,Dealer,79000
-9.406943960782332,0.37451256415257866,19.67688140196612,-2.0604828057587508,-7.747124662915534,Land Rover,Range Rover Sport,HSE,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Red,Black,No,Dubai,Owner,167000
-9.984630745580784,0.08300573935025206,10.143296994548585,,3.9987559252989993,Toyota,Camry,SE,Sedan,Petrol,Automatic Transmission,,100 - 199 HP,White,Beige,Yes,Dubai,Dealer,92900
,0.4344240269817119,5.792991657312525,-2.0849261259503384,7.602591659348731,Volvo,XC40,T5 R Design,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,Yes,Dubai,Dealer,134999
-9.92378474304633,,89.26390802721652,-1.9950383347355083,10.585800817630597,Honda,Civic,LX,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Gold,Beige,Does not apply,Sharjah,Owner,11500
-8.699119366396815,0.653210205467413,-18.16297889834766,-2.088906644077843,3.760282198145253,BMW,X5,xDrive50i M Sport,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Blue,Brown,No,Abu Dhabi,Dealer,306900
-9.258446632783212,0.9150603349875267,-5.515081873504854,-2.0492860524518313,2.8771483138367344,Ford,Explorer,Sport,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Black,Yes,Dubai,Owner,125000
-9.144441326319336,0.9470567775744444,-15.60967598566721,-2.098023821890724,-2.756517221072779,Land Rover,Defender,110 HSE,SUV,Petrol,Automatic Transmission,,Unknown,Black,Black,Yes,Dubai,Owner,370000
-9.587081076508975,0.47827521986565724,4.902345988185159,-2.0685428714708425,-0.15678607696812996,BMW,7-Series,740Li,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Brown,Yes,Dubai,Dealer,255000
-9.239445249080967,0.29968489925682157,-11.506823221077092,-2.092091954915878,-29.799410777497044,Porsche,Carrera / 911,Turbo S Cabriolet,Hard Top Convertible,Petrol,Automatic Transmission,3500 - 3999 cc,600 - 699 HP,Black,Beige,Yes,Dubai,Dealer,1225
-9.179904455131847,,-3.9817594855694276,-2.082693414501405,-0.8740003165262094,Kia,Telluride,LX,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Green,Black,No,Dubai,Dealer,85000
-10.087595951143575,0.43727623283103007,,-2.087530904415908,0.15506945580718945,Mercedes-Benz,GLE-Class,GLE 350,SUV,Petrol,Automatic Transmission,,200 - 299 HP,White,Black,Does not apply,Sharjah,Dealer,289000
-9.218000912125195,0.4147469873372262,43.56651576390204,-2.0410681616969146,2.792729282405748,Nissan,Pathfinder,S 4WD,SUV,Petrol,Automatic Transmission,Unknown,Unknown,White,Other Color,Does not apply,Dubai,Owner,23000
-9.774410562939622,0.40685241484166246,-8.117719459917733,-2.0614017440315666,0.5017589226929609,Hyundai,Sonata,Other,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Grey,Black,No,Sharjah,Dealer,49000
